id,date,text,url,views,forwards,replies
285123,,"0:57
آخرین خبرهای مهم روز جمعه ۵ تیر ۱۴۰۵
@BBCPersian
1
07:38 PM",https://t.me/bbcpersian/285123,,,
285122,,"سخنگوی سپاه: برقراری خط مستقیم بین ایران و آمریکا دروغ است

حسین محبی، سخنگوی سپاه، خبر برقراری خط مستقیم میان ایران و آمریکا را «دروغ محض» خواند.

آقای محبی در شبکه ایکس نوشت که «ادعاهای مقامات آمریکایی مبنی بر برقرار شدن خط مستقیم بین ایران و آمریکا در خصوص تنگه هرمز، دروغ محض است و به شدت تکذیب می‌گردد.»

آقای محبی در ادامه پیام خود نوشت که «این اتفاق نیفتاده و نخواهد افتاد.»

سخنگوی سپاه تاکید کرد که : «تنگه هرمز سرزمین ایران است و هیچ ارتباطی با آمریکا ندارد.»

با گذشت کمتر از دو هفته از امضای تفاهم آتش‌بس میان ایران و آمریکا، اظهارات متناقض و تند مقام‌های دو کشور در روزهای اخیر بسیار خبرساز بوده است.

ساعتی پیش خبرگزاری قوه قضائيه ایران به نقل از پرس‌تی وی، شاخه برون‌مرزی صداوسیمای ایران خبر داد که به منظور «جلوگیری از حوادث در تنگه هرمز که ممکن است منجر به درگیری نظامی شود» خط مستقیمی میان ایران و آمریکا برقرار شده است.

https://bbc.in/4wiaA8d
@BBCPersian
3.9K
07:31 PM",https://t.me/bbcpersian/285122,,,
285121,,"رئیس‌جمهور موقت ونزوئلا می‌گوید که تاکنون مرگ ۵۸۹ نفر در دو زلزله مهیب روز چهارشنبه در این کشور تایید شده است؛ یعنی بیش از دو برابر برآوردهای اولیه. دلسی رودریگز همچنین آمار مجروحان را ۲۹۸۰ نفر اعلام کرد. در همین حال عملیات جستجو برای یافتن بازماندگان احتمالی ادامه دارد.

خانم رودریگز گفت که تاکنون ۲۱۴ پس‌لرزه رخ داده و برای تسهیل فعلایت امداد و نجات، در ایالت لا گوایرا شرایط «نظامی» برقرار شده است. لا گوایرا یکی از مناطقی است که بیشترین آسیب را از این دو زلزله دیده است.
ادامه از:
https://bbc.in/4xNvldm
@BBCPersian
BBC News فارسی

افزایش آمار رسمی کشته‌شدگان زمین‌لرزه‌های ونزوئلا به بیش از دو برابر برآورد اولیه

رئیس‌جمهور موقت ونزوئلا می‌گوید که تاکنون مرگ ۵۸۹ نفر در دو زلزله مهیب روز چهارشنبه در این کشور تایید شده است؛ یعنی بیش از دو برابر برآوردهای اولیه. دلسی رودریگز همچنین آ...

INSTANT VIEW
18.8K
06:37 PM",https://t.me/bbcpersian/285121,,,
285120,,"‌اسرائیل و لبنان با میانجیگری آمریکا، یک توافقنامه چارچوبی را امضا کردند.

این توافق پس از چهار روز مذاکره میان سه کشور در واشنگتن حاصل شد.

این در حالی است که علیرغم آتش‌بس،تبادل آتش بین ارتش اسرائیل و حزب‌الله در جنوب لبنان ادامه دارد.

یک مقام ارشد اسرائیلی به رسانه‌های اسرائیلی گفته است که هدف از امضای این چهارچوب، هموار کردن راه برای توافق‌های آینده و در نهایت پایان دادن به درگیری بین دو کشور است.

حزب‌الله از مخالفان اصلی توافق بین اسرائيل و لبنان است.

صبح امروز نعیم قاسم، رهبر حزب‌الله لبنان، گفت که اسرائیل «هیچ گزینه‌ای» جز خروج بدون قید و شرط از لبنان ندارد.

او هم‌زمان هرگونه عادی‌سازی روابط میان دو کشور را رد کرد.

علاءالدین بروجردی، عضو کمیسیون امنیت ملی مجلس ایران نیز، تاکید کرد که «حمایت از لبنان و محور مقاومت (از جمله حزب‌الله، حشد الشعبی و گروه‌های مقاومت در فلسطین و یمن) یک اولویت بنیادین است.»

او در صورت ادامه حملات به مواضع حزب‌الله در جنوب لبنان، تلویحا اسرائيل را تهدید به حمله بازدارنده کرد.
AFP via Getty
@BBCPersian
18.2K
06:32 PM",https://t.me/bbcpersian/285120,,,
285110,,"0:28
0:37
از آنچه از تصاویر شبکه‌های اجتماعی و نظرات کاربران برمی‌آید، به نظر می‌رسد که حال و هوای دهه اول محرم امسال در ایران با سال‌های گذشته متفاوت بوده است.

هیئت‌های عزاداری در کوچه‌‌ها و خیابان‌های شهرهای مختلف دیده می‌شد و دسته‌های سینه‌زنی از این سو به آن‌سو می‌رفتند. اما بسیاری از مراسمی که برگزار شد متاثر از وقایعی بوده‌اند که ایرانیان در ماه‌های اخیر از سر گذراندند.
21.3K
06:03 PM",https://t.me/bbcpersian/285110,,,
285109,,"2:12
تیم ملی فوتبال مصر برای اولین بار در تاریخ خود، در آستانه صعود به دور دوم مسابقات جام جهانی قرار گرفته است و صبح فردا در شهر سیاتل آمریکا به مصاف تیم ملی ایران خواهد رفت.

گزارش عطیه نبیل در مورد این تیم و بیم و امید طرف‌داران آن را بشنوید.

@bbcpersian
25.6K
05:47 PM",https://t.me/bbcpersian/285109,,,
285108,,"_پادکست_برنامه_جام_جهان_نما،_جمعه_۵_تیر_۱۴۰۵.mp3

29:25
پادکست برنامه جام‌ جهان‌نما، جمعه ۵ تیر ۱۴۰۵
در این برنامه:
تنگه هرمز همچنان در کانون تنش‌هاست. تهران درباره عبور کشتی‌ها هشدار داده و دونالد ترامپ ایران را به نقض آتش‌بس با حمله پهپادی به یک کشتی متهم کرده است. همزمان، مدیرکل آژانس بین‌المللی انرژی اتمی از ضرورت برقراری نظامی مؤثر برای راستی‌آزمایی برنامه هسته‌ای ایران سخن گفته است.
و در پایان، از سیاتل آخرین خبرها از اردوی تیم ملی ایران را در آستانه آخرین دیدار مرحله گروهی جام جهانی خواهیم شنید.
26.7K
05:25 PM",https://t.me/bbcpersian/285108,,,
285107,,"...
در جام جهانی ۲۰۶، در جریان نشست خبری قبل از بازی ایران و مصر که به نام «پراید مچ» نامگذاری شده، یک خوکچه هندی به نام تام پیش‌بینی کرد که تیم ایران برنده این بازی خواهد بود.

تام، با برداشتن یک تکه فلفل دلمه قرمز از ظرفی که در سمت تیم ایران در ماکت زمین فوتبال گذاشته شده بود این پیش‌بینی را انجام داد و آن تکه فلفل دلمه را هم میل نمود.

حالا باید دید چقدر می‌توان روی پیشگویی‌های تام حساب باز کرد.

به نظر شما پیشگویی تام درست از آب در می‌آید؟ بازی با چه نتیجه‌ای تمام خواهد شد؟
@BBCPersian
26.5K
05:24 PM",https://t.me/bbcpersian/285107,,,
285106,,"‌دونالد ترامپ با اشاره به حمله روز جمعه به یک کشتی باری در تنگه هرمز، ایران را به نقض آتش‌بس متهم کرد.

رئیس‌جمهور آمریکا در پستی در شبکه اجتماعی تروث سوشال، ایران را مسئول این حمله دانست و نوشت: «جمهوری اسلامی ایران دست‌کم چهار پهپاد انتحاری را به سمت کشتی‌هایی که از تنگه هرمز عبور می‌کردند، شلیک کرد.»

در ادامه پست آقای ترامپ آمده است که یکی از پهپادها «به عرشه بالایی یک کشتی باری بزرگ و بسیار گران‌قیمت برخورد کرد. خسارت وارد شد ولی کشتی توانست به مسیر خود ادامه دهد.»

او همچنین نوشت که آمریکا «سه پهپاد دیگر را سرنگون کرده است.»

رئیس‌جمهور آمریکا در پایان نوشت: «بدیهی است که این یک نقض احمقانه توافق آتش‌بس ماست.»

پیش از این هم مقام‌های آمریکایی به رسانه‌های گفته بودند که ایران مسئول این حمله بوده است اما تهران هنوز واکنشی رسمی به این اتهام نشان نداده‌ است.
EPA
@BBCPersian
29K
05:01 PM",https://t.me/bbcpersian/285106,,,
285105,,"امام جمعه موقت تهران: اجتماعات شبانه نباید زمینه حضور وحدت‌شکنان باشد

امام جمعه موقت تهران در خطبه‌های نماز جمعه در پایتخت گفته است «اجتماعات شبانه هرگز نباید زمینه حضور وحدت‌شکنان باشد.»

محمدجواد حاج‌علی‌اکبری گفته است «چه اختلافات موجه و چه اختلافات غیرموجه، باید کنار گذاشته شود.»

در تجمعات شبانه‌ای که حکومت ایران از زمان حمله هم‌زمان اسرائیل و آمریکا در شهرهای مختلف برپا کرده، گزارش های متعددی از انتقاد به تفاهم اخیر با آمریکا منتشر شده است.

امام جمعه موقت تهران گفته است « این تفاهم، یک تفاهم راهبردی نیست، این تفاهم از سوی طرف مقابل نیز تفاهمی لرزان و شکننده محسوب می‌شود و در آینده، هم صدق گفتار ما و هم بدعهدی آنان آشکار خواهد شد.»

شرکت‌کنندگان در تجمعات شبانه که عموما از طرفداران حکومت و رهبری جمهوری اسلامی ایران هستند، می‌گویند که مذاکره‌کنندگان بر خلاف خواسته رهبر کنونی، در حال توافق با آمریکا هستند.

برخی از طرفداران حکومت گفته‌اند که در جریان مذاکرات با آمریکا، «خونخواهی» علی خامنه‌ای که روز اول جنگ در حمله اسرائیل و آمریکا کشته شد، کنار گذاشته شده است.

https://bbc.in/4uT",https://t.me/bbcpersian/285105,,,
